song_id,title,artist,genre,mood,energy,danceability,tempo
S_0346,R&B Track 346,Artist 65,R&B,Energetic,0.88,0.67,136.0
S_0347,Classical Track 347,Artist 37,Classical,Happy,0.63,0.66,127.0
S_0348,Classical Track 348,Artist 75,Classical,Romantic,0.42,0.26,85.0
S_0349,Country Track 349,Artist 58,Country,Sad,0.45,0.41,69.0
S_0350,Country Track 350,Artist 43,Country,Energetic,0.61,0.94,101.0
S_0351,R&B Track 351,Artist 42,R&B,Chill,0.45,0.36,98.0
S_0352,Electronic Track 352,Artist 31,Electronic,Angry,0.92,1.0,118.0
S_0353,R&B Track 353,Artist 100,R&B,Sad,0.41,0.3,79.0
S_0354,R&B Track 354,Artist 41,R&B,Happy,0.85,0.94,149.0
S_0355,Country Track 355,Artist 49,Country,Angry,0.68,0.51,97.0
S_0356,R&B Track 356,Artist 84,R&B,Angry,0.67,0.42,84.0
S_0357,Hip-Hop Track 357,Artist 5,Hip-Hop,Chill,0.74,0.64,115.0
S_0358,Hip-Hop Track 358,Artist 76,Hip-Hop,Romantic,0.69,0.52,101.0
S_0359,Jazz Track 359,Artist 57,Jazz,Happy,1.0,0.71,119.0
S_0360,Rock Track 360,Artist 59,Rock,Romantic,0.64,0.41,118.0
S_0361,Pop Track 361,Artist 19,Pop,Angry,0.91,0.54,121.0
S_0362,R&B Track 362,Artist 20,R&B,Angry,0.74,0.77,99.0
S_0363,Rock Track 363,Artist 34,Rock,Chill,0.35,0.18,100.0
S_0364,Jazz Track 364,Artist 89,Jazz,Romantic,0.19,0.57,86.0
S_0365,R&B Track 365,Artist 11,R&B,Angry,0.6,0.56,89.0
S_0366,Jazz Track 366,Artist 69,Jazz,Angry,0.17,0.21,67.0
S_0367,R&B Track 367,Artist 81,R&B,Energetic,0.91,0.68,103.0
S_0368,Country Track 368,Artist 5,Country,Romantic,0.78,0.74,117.0
S_0369,Rock Track 369,Artist 81,Rock,Sad,0.5,0.19,76.0
S_0370,Classical Track 370,Artist 96,Classical,Sad,0.4,0.45,66.0
S_0371,Rock Track 371,Artist 13,Rock,Chill,0.43,0.21,69.0
S_0372,Rock Track 372,Artist 22,Rock,Chill,0.31,0.4,83.0
S_0373,Classical Track 373,Artist 6,Classical,Happy,0.64,0.94,113.0
S_0374,Jazz Track 374,Artist 38,Jazz,Happy,0.65,0.94,148.0
S_0375,Jazz Track 375,Artist 56,Jazz,Energetic,0.94,0.9,133.0
S_0376,Hip-Hop Track 376,Artist 68,Hip-Hop,Sad,0.82,0.54,120.0
S_0377,R&B Track 377,Artist 88,R&B,Romantic,0.49,0.43,109.0
S_0378,Hip-Hop Track 378,Artist 23,Hip-Hop,Sad,0.8,0.54,111.0
S_0379,Rock Track 379,Artist 49,Rock,Romantic,0.64,0.34,114.0
S_0380,Electronic Track 380,Artist 75,Electronic,Chill,0.8,0.74,130.0
S_0381,Hip-Hop Track 381,Artist 60,Hip-Hop,Sad,0.93,0.67,134.0
S_0382,Classical Track 382,Artist 33,Classical,Chill,0.33,0.23,95.0
S_0383,Pop Track 383,Artist 37,Pop,Chill,0.92,0.83,143.0
S_0384,Hip-Hop Track 384,Artist 57,Hip-Hop,Happy,0.95,0.85,142.0
S_0385,Jazz Track 385,Artist 39,Jazz,Romantic,0.38,0.44,85.0
S_0386,R&B Track 386,Artist 33,R&B,Angry,0.68,0.38,115.0
S_0387,Country Track 387,Artist 26,Country,Energetic,0.95,0.51,141.0
S_0388,R&B Track 388,Artist 14,R&B,Chill,0.15,0.27,90.0
S_0389,Electronic Track 389,Artist 74,Electronic,Chill,0.66,0.91,142.0
S_0390,Jazz Track 390,Artist 38,Jazz,Romantic,0.3,0.1,71.0
S_0391,Classical Track 391,Artist 85,Classical,Happy,0.85,0.99,132.0
S_0392,R&B Track 392,Artist 2,R&B,Energetic,0.7,0.82,127.0
S_0393,Pop Track 393,Artist 96,Pop,Romantic,0.91,0.55,138.0
S_0394,Country Track 394,Artist 100,Country,Energetic,0.82,0.98,117.0
S_0395,Electronic Track 395,Artist 46,Electronic,Romantic,0.85,0.97,105.0
S_0396,Electronic Track 396,Artist 25,Electronic,Angry,0.97,0.84,103.0
S_0397,Classical Track 397,Artist 97,Classical,Angry,0.22,0.45,63.0
S_0398,Hip-Hop Track 398,Artist 13,Hip-Hop,Angry,0.83,0.67,131.0
S_0399,Pop Track 399,Artist 57,Pop,Energetic,0.62,0.94,149.0
S_0400,Pop Track 400,Artist 47,Pop,Romantic,0.99,0.87,107.0
S_0401,Hip-Hop Track 401,Artist 38,Hip-Hop,Happy,0.9,0.51,101.0
S_0402,Jazz Track 402,Artist 54,Jazz,Angry,0.23,0.34,91.0
S_0403,Hip-Hop Track 403,Artist 17,Hip-Hop,Sad,0.87,0.72,114.0
S_0404,Jazz Track 404,Artist 65,Jazz,Romantic,0.5,0.31,78.0
S_0405,Classical Track 405,Artist 33,Classical,Sad,0.17,0.5,88.0
S_0406,Country Track 406,Artist 96,Country,Energetic,0.69,0.54,134.0
S_0407,Jazz Track 407,Artist 60,Jazz,Happy,0.86,0.64,148.0
S_0408,Rock Track 408,Artist 97,Rock,Sad,0.16,0.32,98.0
S_0409,Electronic Track 409,Artist 93,Electronic,Angry,0.77,0.82,120.0
S_0410,R&B Track 410,Artist 47,R&B,Romantic,0.44,0.79,96.0
S_0411,Rock Track 411,Artist 2,Rock,Chill,0.46,0.21,69.0
S_0412,Classical Track 412,Artist 16,Classical,Romantic,0.11,0.43,75.0
S_0413,Country Track 413,Artist 87,Country,Energetic,0.95,0.74,148.0
S_0414,Classical Track 414,Artist 49,Classical,Romantic,0.17,0.53,91.0
S_0415,Jazz Track 415,Artist 87,Jazz,Happy,0.91,0.92,138.0
S_0416,Electronic Track 416,Artist 4,Electronic,Chill,0.85,0.57,102.0
S_0417,Jazz Track 417,Artist 29,Jazz,Romantic,0.47,0.41,92.0
S_0418,Rock Track 418,Artist 60,Rock,Angry,0.54,0.36,85.0
S_0419,Classical Track 419,Artist 53,Classical,Angry,0.37,0.32,68.0
S_0420,Rock Track 420,Artist 6,Rock,Sad,0.3,0.13,83.0
S_0421,Pop Track 421,Artist 64,Pop,Energetic,0.71,0.9,116.0
S_0422,Rock Track 422,Artist 31,Rock,Happy,0.78,0.51,104.0
S_0423,Hip-Hop Track 423,Artist 59,Hip-Hop,Chill,0.76,0.74,130.0
S_0424,Jazz Track 424,Artist 96,Jazz,Angry,0.22,0.45,94.0
S_0425,R&B Track 425,Artist 96,R&B,Romantic,0.69,0.32,99.0
S_0426,Hip-Hop Track 426,Artist 84,Hip-Hop,Chill,0.64,0.62,149.0
S_0427,Rock Track 427,Artist 79,Rock,Chill,0.16,0.35,85.0
S_0428,R&B Track 428,Artist 5,R&B,Energetic,0.88,0.78,100.0
S_0429,Jazz Track 429,Artist 57,Jazz,Sad,0.23,0.36,64.0
S_0430,Country Track 430,Artist 47,Country,Sad,0.24,0.12,63.0
S_0431,Rock Track 431,Artist 48,Rock,Angry,0.5,0.37,103.0
S_0432,Jazz Track 432,Artist 51,Jazz,Happy,0.88,0.9,110.0
S_0433,Classical Track 433,Artist 16,Classical,Sad,0.17,0.15,85.0
S_0434,Country Track 434,Artist 85,Country,Happy,0.88,0.52,147.0
S_0435,Electronic Track 435,Artist 82,Electronic,Angry,0.62,0.77,135.0
S_0436,Pop Track 436,Artist 43,Pop,Happy,0.95,0.86,140.0
S_0437,Electronic Track 437,Artist 73,Electronic,Sad,0.74,0.91,104.0
S_0438,Electronic Track 438,Artist 98,Electronic,Happy,0.96,0.77,141.0
S_0439,Electronic Track 439,Artist 28,Electronic,Romantic,0.78,0.82,126.0
S_0440,Electronic Track 440,Artist 100,Electronic,Energetic,0.89,0.54,103.0
S_0441,Hip-Hop Track 441,Artist 1,Hip-Hop,Romantic,0.7,0.58,144.0
S_0442,Classical Track 442,Artist 17,Classical,Sad,0.19,0.59,73.0
S_0443,Classical Track 443,Artist 15,Classical,Sad,0.17,0.49,86.0
S_0444,Pop Track 444,Artist 2,Pop,Sad,0.8,0.78,136.0
S_0445,Jazz Track 445,Artist 76,Jazz,Sad,0.19,0.6,99.0
S_0446,Jazz Track 446,Artist 23,Jazz,Happy,0.86,0.6,134.0
S_0447,Classical Track 447,Artist 17,Classical,Happy,0.63,0.52,113.0
S_0448,R&B Track 448,Artist 15,R&B,Romantic,0.53,0.73,109.0
S_0449,Rock Track 449,Artist 58,Rock,Chill,0.4,0.31,74.0
S_0450,Jazz Track 450,Artist 76,Jazz,Romantic,0.25,0.59,62.0
S_0451,Rock Track 451,Artist 65,Rock,Chill,0.45,0.39,78.0
S_0452,Electronic Track 452,Artist 6,Electronic,Romantic,0.89,0.74,144.0
S_0453,Classical Track 453,Artist 83,Classical,Chill,0.46,0.31,71.0
S_0454,Pop Track 454,Artist 62,Pop,Happy,0.84,0.96,111.0
S_0455,R&B Track 455,Artist 88,R&B,Chill,0.35,0.42,89.0
S_0456,Rock Track 456,Artist 92,Rock,Chill,0.15,0.46,96.0
S_0457,Country Track 457,Artist 11,Country,Happy,0.67,0.62,149.0
S_0458,Jazz Track 458,Artist 19,Jazz,Romantic,0.17,0.53,80.0
S_0459,Rock Track 459,Artist 36,Rock,Sad,0.2,0.54,78.0
S_0460,Jazz Track 460,Artist 77,Jazz,Chill,0.31,0.28,84.0
S_0461,Classical Track 461,Artist 65,Classical,Chill,0.17,0.3,99.0
S_0462,R&B Track 462,Artist 90,R&B,Happy,0.7,0.83,116.0
S_0463,Rock Track 463,Artist 84,Rock,Angry,0.69,0.37,119.0
S_0464,Electronic Track 464,Artist 58,Electronic,Chill,0.78,0.62,104.0
S_0465,Electronic Track 465,Artist 44,Electronic,Chill,0.67,0.76,117.0
S_0466,Country Track 466,Artist 54,Country,Chill,0.43,0.32,70.0
S_0467,Rock Track 467,Artist 55,Rock,Energetic,0.85,0.85,108.0
S_0468,Jazz Track 468,Artist 33,Jazz,Angry,0.17,0.12,89.0
S_0469,Jazz Track 469,Artist 88,Jazz,Sad,0.37,0.34,94.0
S_0470,Country Track 470,Artist 12,Country,Happy,0.92,0.79,143.0
S_0471,Rock Track 471,Artist 56,Rock,Happy,0.68,0.56,113.0
S_0472,Rock Track 472,Artist 95,Rock,Angry,0.33,0.57,117.0
S_0473,Jazz Track 473,Artist 72,Jazz,Sad,0.12,0.16,78.0
S_0474,Pop Track 474,Artist 72,Pop,Romantic,0.97,0.66,125.0
S_0475,Jazz Track 475,Artist 16,Jazz,Angry,0.12,0.17,99.0
S_0476,R&B Track 476,Artist 86,R&B,Energetic,0.99,0.5,148.0
S_0477,R&B Track 477,Artist 7,R&B,Angry,0.62,0.73,98.0
S_0478,Classical Track 478,Artist 40,Classical,Romantic,0.31,0.34,87.0
S_0479,Jazz Track 479,Artist 74,Jazz,Happy,0.66,0.51,115.0
S_0480,Electronic Track 480,Artist 85,Electronic,Sad,0.88,0.6,134.0
S_0481,Country Track 481,Artist 14,Country,Sad,0.49,0.15,87.0
S_0482,Jazz Track 482,Artist 48,Jazz,Romantic,0.28,0.53,67.0
S_0483,Rock Track 483,Artist 74,Rock,Energetic,0.88,0.92,147.0
S_0484,Electronic Track 484,Artist 72,Electronic,Chill,0.87,0.75,131.0
S_0485,Pop Track 485,Artist 85,Pop,Romantic,0.95,0.79,102.0
S_0486,Classical Track 486,Artist 24,Classical,Happy,0.97,0.84,134.0
S_0487,Classical Track 487,Artist 98,Classical,Angry,0.19,0.43,76.0
S_0488,Classical Track 488,Artist 45,Classical,Energetic,0.86,0.55,133.0
S_0489,Pop Track 489,Artist 19,Pop,Sad,1.0,0.52,149.0
S_0490,R&B Track 490,Artist 19,R&B,Happy,0.76,0.94,139.0
S_0491,Pop Track 491,Artist 96,Pop,Happy,0.83,0.87,144.0
S_0492,Electronic Track 492,Artist 54,Electronic,Chill,0.76,0.66,133.0
S_0493,Country Track 493,Artist 21,Country,Energetic,0.92,0.88,140.0
S_0494,Jazz Track 494,Artist 93,Jazz,Energetic,0.77,0.91,106.0
S_0495,Jazz Track 495,Artist 77,Jazz,Romantic,0.32,0.1,73.0
S_0496,Rock Track 496,Artist 20,Rock,Happy,0.75,0.7,135.0
S_0497,Hip-Hop Track 497,Artist 7,Hip-Hop,Romantic,0.76,0.72,112.0
S_0498,Rock Track 498,Artist 57,Rock,Energetic,0.75,0.61,104.0
S_0499,R&B Track 499,Artist 78,R&B,Chill,0.34,0.43,85.0
S_0500,Country Track 500,Artist 35,Country,Chill,0.29,0.29,95.0
